epoch,train_loss,val_loss,val_roc_auc_score
1,1.3661473537721331,0.4966852068901062,0.7901142368586409
2,1.334345677542308,0.46047961711883545,0.8063020838698378
3,1.3148803885967013,0.44324687123298645,0.8185498408512655
4,1.3131674364918755,0.42042797803878784,0.8241741262270934
5,1.2580051114634863,0.427585631608963,0.8223096653241174
6,1.2450971196568201,0.43652981519699097,0.8296696504908374
7,1.3009279708540629,0.43971604108810425,0.8343205018593104
8,1.2814978415530824,0.4224032163619995,0.8339857229678922
9,1.2066769107939705,0.42409971356391907,0.8277330833650944
10,1.209943012822242,0.413379967212677,0.8262961093542371
11,1.2556935527494975,0.3914562463760376,0.8258531711286685
12,1.2176012098789215,0.3946988880634308,0.8137393257038082
13,1.238909568578478,0.3992678225040436,0.8268472069139567
14,1.1872692176746944,0.4049736261367798,0.8213825853171128
15,1.1655300753930258,0.36704128980636597,0.8279133489220121
16,1.1650909693941238,0.3874429166316986,0.8180038937360294
