epoch,train_loss,val_loss,val_roc_auc_score
1,1.34744318947196,0.4901576638221741,0.8489263233873622
2,1.265056740026921,0.46547406911849976,0.8571102548588776
3,1.2555125358048826,0.4785306453704834,0.8591641987495887
4,1.2351138179656118,0.4423123598098755,0.8626033606131049
5,1.2260925937443972,0.39785367250442505,0.8628315766009617
6,1.2329905508086085,0.43738001585006714,0.8640416520714582
7,1.2158225448802114,0.442074179649353,0.8663715780870193
8,1.2150068460032344,0.44826096296310425,0.8647263000350285
9,1.1968259997665882,0.42276808619499207,0.8677514887112696
10,1.1962202074937522,0.3817276656627655,0.86537910390727
11,1.1739251422695816,0.42474111914634705,0.8648218323090151
12,1.1923407153226435,0.4223206639289856,0.8640628814656773
13,1.1657820374239236,0.39818650484085083,0.8670562260505896
14,1.1600118102505803,0.37524881958961487,0.8665201838465539
15,1.159659873927012,0.3664892315864563,0.8592809604177944
16,1.157028865069151,0.38137897849082947,0.8550191595282829
17,1.1378240755293518,0.3803099989891052,0.8570200299334458
18,1.1183409972582012,0.4186163544654846,0.856765277202815
19,1.1294472438748926,0.3814278841018677,0.8527529216953794
