epoch,train_loss,val_loss,val_roc_auc_score
1,0.8527211667969823,0.42370694875717163,0.7941667495881566
2,0.5599633730016649,0.7649580240249634,0.8350028193306578
3,0.5294090188108385,0.5137390494346619,0.8505588908421506
4,0.5067664920352399,0.45357394218444824,0.8546939091401594
5,0.5010572373867035,0.5590158700942993,0.8679115946355325
6,0.4884224613197148,0.5631731748580933,0.8662752772341813
7,0.47302039433270693,0.5556185245513916,0.8682488086945946
8,0.4812639462761581,0.5640065670013428,0.8712726790274968
9,0.46644373051822186,0.44423362612724304,0.8666346036905591
10,0.5181199652142823,0.7594961524009705,0.8426011918582154
11,0.5003255093470216,0.6271097660064697,0.8543622231804261
12,0.6034638062119484,0.4123917520046234,0.8599677158999192
13,0.47377408808097243,0.4597718119621277,0.8562638893495638
14,0.7839300162158906,1.4394115209579468,0.8402932103884042
15,0.7918446399271488,0.48698219656944275,0.7609981536148241
16,0.9294972056522965,0.6808083653450012,0.5
17,0.6931667840108275,0.6933241486549377,0.5
18,0.693147181533277,0.6931607723236084,0.5
